Sweep	n_mod	n_accept	n_mod_0_1	n_accept_0_1	n_mod_1_0	n_accept_1_0
1952	13	8	7	5	6	3
1954	18	8	9	6	9	2
1957	18	13	5	4	13	9
1961	11	6	2	2	9	4
1962	16	9	10	6	6	3
1964	19	9	9	4	10	5
1967	15	7	7	4	8	3
1969	15	7	6	2	9	5
1976	17	7	10	6	7	1
1982	21	11	10	6	11	5
1983	18	8	7	3	11	5
1988	13	9	6	4	7	5
1989	20	9	10	5	10	4
1991	17	8	9	4	8	4
1992	20	7	13	4	7	3
1996	19	11	9	6	10	5
2000	19	7	8	2	11	5
2001	16	6	8	2	8	4
2002	19	9	11	7	8	2
2004	15	8	2	1	13	7
2007	16	9	9	7	7	2
2009	18	11	7	6	11	5
2010	23	10	14	6	9	4
2014	19	13	7	5	12	8
2016	19	10	10	5	9	5
2017	15	8	8	3	7	5
2018	15	5	6	1	9	4
2019	16	7	9	6	7	1
2020	23	10	13	6	10	4
2029	14	7	4	2	10	5
2030	16	9	8	4	8	5
2031	16	7	7	3	9	4
2032	11	4	4	2	7	2
2036	13	4	5	1	8	3
2037	15	4	7	2	8	2
2039	14	6	6	4	8	2
2044	20	7	13	5	7	2
2046	16	11	5	4	11	7
2048	20	7	12	4	8	3
2050	12	5	4	2	8	3
2051	11	4	3	0	8	4
2052	10	4	6	4	4	0
2053	16	8	7	4	9	4
2054	17	9	8	6	9	3
2055	17	8	6	2	11	6
2057	16	4	9	2	7	2
2058	11	5	3	2	8	3
2062	13	7	6	5	7	2
2063	16	8	7	4	9	4
2067	17	7	9	3	8	4
2070	18	9	12	6	6	3
2071	18	10	9	4	9	6
2072	15	8	7	4	8	4
2074	16	6	8	4	8	2
2076	20	13	9	7	11	6
2077	12	6	4	1	8	5
2078	18	8	8	4	10	4
2079	14	8	6	4	8	4
2080	16	7	12	6	4	1
2081	18	5	7	0	11	5
2082	13	3	6	2	7	1
2083	13	7	8	5	5	2
2084	21	9	9	2	12	7
2086	16	4	12	4	4	0
2087	17	7	6	3	11	4
2088	12	6	2	1	10	5
2089	17	8	13	8	4	0
2092	19	8	9	3	10	5
2093	15	9	4	3	11	6
2095	18	6	9	2	9	4
2097	10	5	5	5	5	0
2101	17	12	7	5	10	7
2102	15	5	6	1	9	4
2103	11	5	6	5	5	0
2104	22	7	10	3	12	4
2107	14	5	5	1	9	4
2108	14	5	6	3	8	2
2111	15	7	8	5	7	2
2112	19	10	7	3	12	7
2114	12	6	6	3	6	3
2115	13	7	5	3	8	4
2116	15	5	8	3	7	2
2117	19	10	11	6	8	4
2118	18	10	8	4	10	6
2119	13	5	5	2	8	3
2120	17	8	9	5	8	3
2121	17	7	9	4	8	3
2122	24	10	13	6	11	4
2125	19	10	11	5	8	5
2126	23	11	9	3	14	8
2128	16	5	8	3	8	2
2129	10	3	5	2	5	1
2130	15	6	8	4	7	2
2131	20	9	8	4	12	5
2133	13	6	4	2	9	4
2134	18	8	8	5	10	3
2135	18	9	7	4	11	5
2136	15	5	4	2	11	3
2137	12	6	6	4	6	2
2138	17	10	8	6	9	4
2141	13	6	4	1	9	5
2143	16	5	7	2	9	3
2144	17	6	10	4	7	2
2146	18	12	11	7	7	5
2151	20	13	10	8	10	5
2152	21	8	7	3	14	5
2153	18	7	7	3	11	4
2158	15	6	9	4	6	2
2159	15	9	3	2	12	7
2164	19	12	11	8	8	4
2165	20	10	8	4	12	6
2166	15	9	6	4	9	5
2168	19	12	9	7	10	5
2169	17	9	5	2	12	7
2171	12	5	4	3	8	2
2172	11	4	4	2	7	2
2173	10	5	5	4	5	1
2175	17	9	6	4	11	5
2178	21	9	11	4	10	5
2179	15	6	7	2	8	4
2180	15	5	8	3	7	2
2184	14	7	6	4	8	3
2186	16	7	8	4	8	3
2191	17	8	9	5	8	3
2193	14	6	3	2	11	4
2194	22	8	11	4	11	4
2196	13	6	5	3	8	3
2198	13	5	6	2	7	3
2205	17	12	12	9	5	3
2207	18	11	6	5	12	6
2208	18	11	8	5	10	6
2210	19	10	5	2	14	8
2212	11	5	6	3	5	2
2213	10	7	4	3	6	4
2215	14	8	8	6	6	2
2218	17	9	9	5	8	4
2219	17	8	6	3	11	5
2220	20	12	10	7	10	5
2221	14	8	3	2	11	6
2223	19	11	13	8	6	3
2224	17	6	6	1	11	5
2225	20	10	10	6	10	4
2226	19	10	9	5	10	5
2227	17	11	5	4	12	7
2228	10	7	6	5	4	2
2234	18	12	9	7	9	5
2239	19	11	9	4	10	7
2240	18	8	8	3	10	5
2241	17	8	10	5	7	3
2242	15	4	4	0	11	4
2243	13	5	6	3	7	2
2245	22	8	14	6	8	2
2250	20	13	9	7	11	6
2252	22	9	11	5	11	4
2254	16	7	3	1	13	6
2257	15	8	9	5	6	3
2258	24	13	15	8	9	5
2259	21	12	8	4	13	8
2265	13	6	4	2	9	4
2267	10	4	5	2	5	2
2268	14	2	9	1	5	1
2269	14	4	6	2	8	2
2271	12	3	5	2	7	1
2274	9	4	5	3	4	1
2277	25	11	15	7	10	4
2279	21	11	10	4	11	7
2280	19	6	8	3	11	3
2285	13	6	4	3	9	3
2286	19	8	10	5	9	3
2288	20	13	9	6	11	7
2290	13	5	2	1	11	4
2292	13	4	6	2	7	2
2295	14	5	7	3	7	2
2296	17	7	11	5	6	2
2298	22	12	9	5	13	7
2300	17	8	9	5	8	3
2303	18	8	9	4	9	4
2304	17	6	9	3	8	3
2305	14	7	5	2	9	5
2308	19	7	9	4	10	3
2310	16	9	9	6	7	3
2311	12	6	2	2	10	4
2312	19	10	7	4	12	6
2313	20	8	10	5	10	3
2315	14	7	4	2	10	5
2316	12	4	4	2	8	2
2317	11	3	4	1	7	2
2319	13	9	8	7	5	2
2320	22	11	11	6	11	5
2321	15	6	4	0	11	6
2322	10	2	4	1	6	1
2323	14	6	8	5	6	1
2325	19	9	10	4	9	5
2327	15	6	5	2	10	4
2332	12	6	5	3	7	3
2333	18	11	9	7	9	4
2334	16	5	10	3	6	2
2335	14	9	4	3	10	6
2338	12	4	4	2	8	2
2340	20	8	12	5	8	3
2342	15	7	5	3	10	4
2343	19	7	9	4	10	3
2345	15	6	7	4	8	2
2346	17	4	7	2	10	2
2347	20	11	7	3	13	8
2354	16	9	8	6	8	3
2357	15	8	5	3	10	5
2358	13	4	8	2	5	2
2359	17	12	10	9	7	3
2360	21	9	8	2	13	7
2365	18	8	8	4	10	4
2366	19	8	9	3	10	5
2369	18	4	10	2	8	2
2370	13	6	5	4	8	2
2373	17	8	8	6	9	2
2374	18	10	5	1	13	9
2375	12	4	5	3	7	1
2376	15	9	10	6	5	3
2377	12	5	4	2	8	3
2381	19	10	11	5	8	5
2385	15	6	8	2	7	4
2387	12	4	4	2	8	2
2389	10	5	5	4	5	1
2393	13	6	6	2	7	4
2394	16	9	9	6	7	3
2395	21	12	10	5	11	7
2397	13	4	3	0	10	4
2399	12	3	7	3	5	0
2401	20	9	11	6	9	3
2404	18	10	6	3	12	7
2407	13	3	5	2	8	1
2410	16	4	8	2	8	2
2412	18	7	10	5	8	2
2413	17	5	8	1	9	4
2414	20	10	14	7	6	3
2415	19	10	8	3	11	7
2416	13	5	6	3	7	2
2417	14	6	6	2	8	4
2420	13	4	5	2	8	2
2425	12	5	5	3	7	2
2426	13	7	4	2	9	5
2427	14	5	7	4	7	1
2429	22	7	13	3	9	4
2432	14	6	6	3	8	3
2433	18	11	11	8	7	3
2434	14	3	7	1	7	2
2435	19	11	6	4	13	7
2436	13	4	6	3	7	1
2438	12	6	3	2	9	4
2440	24	12	14	8	10	4
2443	17	11	7	4	10	7
2445	14	7	7	3	7	4
2448	18	9	9	5	9	4
2450	15	6	5	2	10	4
2452	16	6	9	4	7	2
2457	13	7	6	3	7	4
2458	15	9	7	5	8	4
2459	16	6	7	3	9	3
2460	17	6	6	2	11	4
2465	14	6	6	3	8	3
2466	21	11	15	9	6	2
2467	22	8	13	3	9	5
2469	15	5	7	2	8	3
2470	19	10	8	4	11	6
2471	13	5	4	1	9	4
2474	10	4	5	2	5	2
2475	21	8	13	6	8	2
2476	21	5	10	2	11	3
2478	15	4	5	1	10	3
2482	17	7	10	6	7	1
2484	18	10	6	3	12	7
2485	11	3	3	1	8	2
2487	11	5	5	2	6	3
2488	17	8	11	6	6	2
2490	18	7	7	3	11	4
2493	16	8	6	4	10	4
2495	17	6	8	2	9	4
2496	14	4	6	2	8	2
2500	17	8	10	6	7	2
2503	16	7	4	1	12	6
2511	16	7	9	5	7	2
2512	17	9	10	6	7	3
2513	19	7	10	3	9	4
2514	14	7	4	2	10	5
2515	17	9	11	7	6	2
2516	16	10	5	3	11	7
2517	17	7	7	2	10	5
2518	14	8	9	7	5	1
2519	15	9	3	2	12	7
2520	9	1	2	0	7	1
2521	15	6	9	5	6	1
2524	17	8	8	4	9	4
2526	20	8	11	6	9	2
2527	18	11	6	3	12	8
2528	14	9	7	5	7	4
2531	15	5	5	2	10	3
2536	16	9	9	5	7	4
2537	20	13	9	7	11	6
2540	20	9	10	5	10	4
2543	15	7	6	2	9	5
2546	15	6	6	2	9	4
2547	14	6	5	3	9	3
2548	10	2	3	0	7	2
2549	16	5	9	4	7	1
2552	14	4	6	3	8	1
2553	18	10	7	5	11	5
2555	20	13	8	6	12	7
2556	17	7	6	2	11	5
2558	7	3	2	2	5	1
2559	20	12	11	8	9	4
2563	16	9	4	2	12	7
2567	13	6	8	5	5	1
2569	13	6	5	3	8	3
2572	19	9	8	3	11	6
2573	14	6	5	3	9	3
2574	14	5	7	3	7	2
2576	18	6	8	2	10	4
2578	15	7	8	5	7	2
2579	21	10	10	5	11	5
2582	18	8	8	3	10	5
2583	18	6	12	5	6	1
2588	23	12	11	6	12	6
2590	22	11	10	5	12	6
2591	18	8	6	3	12	5
2594	16	9	7	5	9	4
2597	19	8	10	4	9	4
2598	21	9	11	5	10	4
2602	22	10	12	5	10	5
2607	16	10	6	5	10	5
2609	16	9	9	5	7	4
2610	26	16	14	8	12	8
2612	22	11	10	5	12	6
2617	18	8	9	4	9	4
2618	17	9	5	3	12	6
2619	16	4	8	2	8	2
2623	18	10	10	8	8	2
2625	20	12	9	3	11	9
2628	19	8	11	5	8	3
2630	21	8	11	4	10	4
2631	15	9	6	4	9	5
2632	17	7	9	4	8	3
2633	13	7	3	2	10	5
2642	12	5	6	4	6	1
2645	17	7	9	4	8	3
2646	19	10	9	5	10	5
2648	18	8	10	4	8	4
2649	19	8	11	5	8	3
2652	16	6	8	3	8	3
2654	17	6	8	1	9	5
2655	18	7	8	4	10	3
2656	16	6	6	1	10	5
2658	17	8	11	7	6	1
2659	18	10	7	5	11	5
2660	18	8	6	1	12	7
2662	15	6	10	6	5	0
2667	15	6	6	2	9	4
2670	15	6	5	1	10	5
2672	13	3	9	3	4	0
2674	16	9	7	5	9	4
2675	18	10	11	7	7	3
2677	18	7	5	1	13	6
2678	15	6	7	3	8	3
2680	22	10	12	8	10	2
2681	18	11	7	4	11	7
2682	14	7	6	4	8	3
2683	18	10	8	4	10	6
2689	15	8	6	4	9	4
2692	18	9	7	4	11	5
2694	17	7	8	3	9	4
2695	18	7	11	5	7	2
2698	16	8	5	2	11	6
2699	16	5	7	2	9	3
2704	17	5	10	4	7	1
2706	13	6	6	3	7	3
2708	17	6	7	2	10	4
2711	16	4	9	2	7	2
2712	14	3	6	1	8	2
2713	14	6	8	5	6	1
2715	18	10	7	5	11	5
2718	14	5	7	3	7	2
2719	17	9	6	3	11	6
2720	13	6	6	4	7	2
2722	18	9	7	3	11	6
2725	19	10	12	9	7	1
2734	22	11	9	2	13	9
2735	14	8	6	3	8	5
2741	19	6	13	4	6	2
2744	12	5	6	3	6	2
2745	12	7	5	4	7	3
2747	19	10	8	5	11	5
2749	14	7	8	5	6	2
2751	17	9	9	3	8	6
2753	15	8	10	5	5	3
2755	16	7	6	2	10	5
2756	17	9	6	3	11	6
2759	13	7	6	5	7	2
2770	17	10	6	4	11	6
2772	15	7	7	3	8	4
2773	10	3	5	3	5	0
2775	14	8	6	4	8	4
2777	14	7	5	3	9	4
2779	11	3	2	0	9	3
2785	13	4	6	3	7	1
2788	17	7	10	4	7	3
2790	14	10	8	8	6	2
2791	15	12	7	7	8	5
2792	24	14	9	5	15	9
2794	19	8	9	3	10	5
2797	14	5	6	2	8	3
2799	11	5	5	4	6	1
2800	20	11	13	7	7	4
2801	14	8	5	3	9	5
2804	20	9	6	1	14	8
2807	13	5	5	4	8	1
2808	16	6	6	2	10	4
2809	19	4	10	3	9	1
2810	19	11	9	6	10	5
2811	18	9	9	4	9	5
2812	17	10	8	4	9	6
2813	15	5	7	3	8	2
2816	11	7	4	4	7	3
2817	18	10	8	6	10	4
2819	20	10	8	3	12	7
2820	13	8	9	7	4	1
2822	16	10	5	3	11	7
2824	19	6	9	3	10	3
2827	11	4	1	0	10	4
2828	10	3	5	3	5	0
2829	12	5	4	2	8	3
2832	18	9	10	6	8	3
2834	13	7	3	2	10	5
2835	15	9	8	6	7	3
2841	19	11	10	6	9	5
2842	16	5	6	1	10	4
2843	13	8	6	6	7	2
2844	15	9	6	3	9	6
2847	15	6	6	2	9	4
2850	14	6	6	3	8	3
2852	18	8	9	5	9	3
2855	17	7	8	5	9	2
2856	19	9	6	3	13	6
2857	14	5	6	2	8	3
2859	20	7	12	4	8	3
2861	12	6	4	2	8	4
2862	18	11	9	7	9	4
2864	19	6	10	2	9	4
2866	19	12	11	8	8	4
2869	19	15	7	5	12	10
2870	13	6	7	4	6	2
2871	14	11	7	6	7	5
2873	19	10	7	4	12	6
2874	18	5	11	4	7	1
2875	18	8	6	2	12	6
2876	13	5	5	3	8	2
2879	15	8	6	4	9	4
2880	16	7	9	5	7	2
2882	17	7	6	2	11	5
2883	18	10	9	6	9	4
2884	15	9	5	3	10	6
2888	16	7	8	5	8	2
2892	15	7	6	3	9	4
2893	19	10	8	5	11	5
2894	18	11	10	6	8	5
2895	16	7	5	3	11	4
2896	14	8	4	3	10	5
2898	17	5	9	3	8	2
2899	17	5	10	3	7	2
2900	15	7	6	3	9	4
2903	10	4	6	2	4	2
2906	16	5	7	2	9	3
2907	14	7	6	4	8	3
2908	20	9	11	7	9	2
2909	17	12	7	5	10	7
2910	18	9	10	6	8	3
2914	19	12	5	2	14	10
2915	13	6	6	4	7	2
2919	20	10	11	7	9	3
2920	19	6	9	1	10	5
2924	16	5	9	3	7	2
2926	14	6	5	3	9	3
2929	19	9	10	6	9	3
2930	13	7	4	1	9	6
2931	17	7	8	4	9	3
2933	15	6	6	3	9	3
2936	14	4	4	1	10	3
2937	16	4	9	3	7	1
2938	17	7	10	5	7	2
2940	19	10	8	4	11	6
2941	10	6	3	3	7	3
2942	16	7	7	5	9	2
2943	19	11	6	3	13	8
2944	20	7	11	4	9	3
2945	15	6	6	3	9	3
2946	17	8	10	5	7	3
2948	15	6	4	1	11	5
2949	12	4	8	4	4	0
2951	17	11	9	6	8	5
2957	18	11	8	6	10	5
2959	20	11	8	4	12	7
2964	14	5	6	2	8	3
2965	16	9	6	5	10	4
2969	16	6	7	3	9	3
2971	14	6	5	3	9	3
2972	17	9	9	5	8	4
2975	20	11	11	6	9	5
2976	20	11	9	5	11	6
2979	21	12	10	6	11	6
2980	19	8	10	2	9	6
2986	16	7	9	5	7	2
2987	17	8	7	4	10	4
2988	18	9	8	5	10	4
2989	10	6	3	3	7	3
2990	12	6	6	2	6	4
2991	10	5	4	3	6	2
3001	16	9	6	5	10	4
3003	16	8	6	3	10	5
3004	12	3	4	1	8	2
3006	11	4	4	2	7	2
3007	17	5	8	3	9	2
3009	15	5	5	3	10	2
3011	17	6	8	4	9	2
3012	19	12	9	7	10	5
3015	18	12	4	4	14	8
3016	11	5	4	2	7	3
3018	12	6	4	3	8	3
3021	17	6	9	5	8	1
3023	16	11	5	4	11	7
3027	17	6	8	3	9	3
3028	15	7	9	4	6	3
3031	17	12	7	6	10	6
3034	16	8	10	4	6	4
3035	15	9	5	3	10	6
3036	18	11	10	9	8	2
3037	18	9	8	2	10	7
3038	12	7	6	4	6	3
3040	11	6	1	1	10	5
3041	16	5	10	4	6	1
3042	17	4	9	2	8	2
3043	16	9	8	6	8	3
3044	15	6	6	2	9	4
3047	17	7	5	1	12	6
3049	16	7	9	4	7	3
3051	16	8	9	6	7	2
3053	14	8	7	5	7	3
3056	19	9	9	4	10	5
3057	13	7	3	1	10	6
3058	16	7	8	5	8	2
3059	15	5	6	1	9	4
3060	14	6	9	5	5	1
3064	19	8	8	3	11	5
3065	18	8	10	5	8	3
3066	19	9	9	4	10	5
3068	18	10	8	5	10	5
3074	15	7	9	5	6	2
3075	17	11	7	5	10	6
3077	16	8	7	4	9	4
3078	17	7	8	4	9	3
3082	19	9	8	4	11	5
3086	21	9	11	3	10	6
3087	14	5	5	3	9	2
3090	14	8	5	5	9	3
3091	18	6	8	2	10	4
3092	12	7	7	4	5	3
3095	18	6	8	2	10	4
3100	14	5	6	2	8	3
3101	16	8	8	5	8	3
3102	13	5	3	1	10	4
3103	17	7	10	5	7	2
3109	17	8	7	3	10	5
3110	13	5	6	2	7	3
3112	17	6	12	6	5	0
3113	22	12	9	5	13	7
3114	16	5	4	0	12	5
3115	10	3	4	3	6	0
3116	15	6	9	4	6	2
3118	15	8	5	3	10	5
3119	16	10	8	6	8	4
3120	18	11	8	6	10	5
3123	20	7	9	3	11	4
3124	14	6	5	3	9	3
3125	18	8	7	4	11	4
3127	18	6	9	4	9	2
3134	19	9	8	4	11	5
3135	17	11	7	6	10	5
3137	22	11	11	5	11	6
3138	22	11	9	4	13	7
3139	15	6	8	4	7	2
3140	16	10	6	5	10	5
3144	15	8	5	3	10	5
3145	18	11	9	6	9	5
3146	18	9	10	6	8	3
3148	18	9	8	5	10	4
3151	20	8	9	3	11	5
3153	17	6	8	2	9	4
3154	17	12	7	6	10	6
3156	15	10	8	6	7	4
3159	14	6	5	2	9	4
3164	12	7	5	4	7	3
3168	16	8	10	4	6	4
3171	13	6	4	1	9	5
3173	10	3	4	2	6	1
3174	12	8	6	6	6	2
3175	22	9	12	5	10	4
3176	22	12	11	6	11	6
3177	15	8	4	2	11	6
3184	17	8	9	6	8	2
3185	20	11	9	5	11	6
3186	20	10	12	8	8	2
3187	18	13	5	4	13	9
3189	14	7	2	1	12	6
3190	13	5	6	4	7	1
3191	13	6	5	2	8	4
3193	15	6	7	4	8	2
3194	22	10	10	5	12	5
3195	21	10	11	6	10	4
3197	25	12	12	5	13	7
3198	18	9	7	4	11	5
3199	14	6	6	2	8	4
3200	15	8	9	6	6	2
3201	16	7	6	2	10	5
3205	19	9	9	5	10	4
3206	22	9	12	4	10	5
3207	18	5	10	4	8	1
3208	16	9	7	4	9	5
3210	20	8	8	2	12	6
3211	18	8	10	6	8	2
3212	16	6	9	3	7	3
3215	10	3	4	1	6	2
3216	18	7	8	2	10	5
3218	11	5	5	4	6	1
3220	15	5	6	2	9	3
3222	14	5	6	3	8	2
3223	17	6	6	2	11	4
3224	16	7	8	4	8	3
3227	12	5	4	1	8	4
3229	16	6	10	5	6	1
3230	15	6	7	3	8	3
3231	15	7	5	3	10	4
3233	13	6	6	2	7	4
3234	15	6	9	5	6	1
3235	13	6	5	3	8	3
3236	19	8	10	5	9	3
3239	20	10	8	3	12	7
3240	12	8	6	5	6	3
3242	20	12	9	7	11	5
3244	14	6	5	2	9	4
3247	20	12	9	5	11	7
3248	15	8	8	5	7	3
3249	23	13	14	8	9	5
3250	14	8	1	1	13	7
3253	14	7	6	4	8	3
3254	16	8	7	4	9	4
3255	14	8	7	5	7	3
3256	16	9	9	7	7	2
3258	20	11	6	3	14	8
3259	13	8	6	5	7	3
3260	19	12	7	5	12	7
3261	19	11	11	7	8	4
3265	17	7	5	1	12	6
3269	15	7	7	3	8	4
3270	18	10	11	7	7	3
3273	21	10	11	4	10	6
3277	11	7	4	2	7	5
3278	14	8	7	6	7	2
3280	22	13	12	7	10	6
3281	16	10	7	4	9	6
3283	17	9	8	5	9	4
3284	20	10	9	5	11	5
3285	17	7	7	3	10	4
3288	20	9	10	5	10	4
3289	17	8	9	5	8	3
3290	20	14	11	5	9	9
3293	21	9	13	6	8	3
3294	21	11	10	6	11	5
3296	20	12	9	5	11	7
3297	18	10	7	5	11	5
3299	18	10	6	4	12	6
3300	19	8	11	5	8	3
3302	14	6	5	2	9	4
3304	18	8	8	4	10	4
3305	19	6	13	3	6	3
3306	11	3	8	3	3	0
3307	17	6	12	5	5	1
3308	22	13	11	7	11	6
3309	24	19	8	8	16	11
3310	23	9	12	5	11	4
3313	15	8	1	1	14	7
3314	17	9	7	5	10	4
3315	18	8	8	3	10	5
3316	15	8	9	6	6	2
3317	15	5	4	0	11	5
3319	8	2	4	2	4	0
3320	18	10	10	8	8	2
3323	15	8	5	2	10	6
3326	17	7	7	3	10	4
3329	14	7	8	4	6	3
3330	17	10	6	4	11	6
3331	13	5	4	2	9	3
3332	16	7	10	6	6	1
3334	16	9	4	2	12	7
3335	18	8	12	6	6	2
3336	14	8	5	4	9	4
3337	17	7	7	4	10	3
3342	15	8	3	2	12	6
3345	18	9	8	4	10	5
3346	18	6	10	5	8	1
3348	26	12	16	7	10	5
3349	16	9	5	2	11	7
3350	14	5	5	3	9	2
3351	18	9	8	3	10	6
3352	12	4	5	2	7	2
3355	15	6	11	6	4	0
3356	17	9	7	3	10	6
3359	21	11	10	6	11	5
3361	22	12	13	8	9	4
3364	22	13	10	5	12	8
3365	19	10	10	4	9	6
3366	12	7	6	3	6	4
3367	14	4	5	2	9	2
3368	23	12	14	7	9	5
3370	20	10	9	5	11	5
3371	17	9	8	6	9	3
3374	18	11	6	4	12	7
3376	18	8	11	5	7	3
3377	16	8	5	1	11	7
3378	18	5	11	3	7	2
3379	12	5	4	3	8	2
3382	20	13	11	8	9	5
3383	19	8	9	2	10	6
3384	14	4	8	3	6	1
3385	18	9	7	4	11	5
3388	15	8	8	5	7	3
3394	12	9	4	4	8	5
3395	21	13	12	8	9	5
3396	18	12	6	5	12	7
3397	21	13	10	8	11	5
3398	19	10	6	3	13	7
3400	15	6	7	3	8	3
3401	18	8	10	5	8	3
3402	19	10	8	4	11	6
3403	17	9	8	7	9	2
3405	18	11	7	4	11	7
3407	17	7	5	2	12	5
3409	12	6	5	3	7	3
3410	15	8	7	5	8	3
3411	16	7	7	4	9	3
3414	20	11	9	4	11	7
3415	18	9	8	5	10	4
3416	17	3	8	1	9	2
3424	12	3	4	2	8	1
3425	20	12	9	7	11	5
3427	15	8	4	4	11	4
3430	18	7	8	2	10	5
3431	12	6	2	2	10	4
3432	17	6	11	5	6	1
3435	16	7	6	3	10	4
3441	13	7	5	3	8	4
3443	16	5	6	2	10	3
3445	16	4	7	1	9	3
3448	14	4	7	3	7	1
3453	12	5	5	3	7	2
3454	15	10	8	7	7	3
3455	21	12	8	4	13	8
3456	14	6	5	3	9	3
3457	14	7	7	5	7	2
3458	19	12	8	6	11	6
3459	18	8	5	3	13	5
3463	15	7	6	5	9	2
3467	16	10	4	2	12	8
3471	17	9	12	8	5	1
3476	20	13	7	5	13	8
3478	17	9	12	7	5	2
3480	22	12	8	5	14	7
3482	26	15	15	9	11	6
3485	16	12	3	2	13	10
3486	19	9	10	5	9	4
3490	16	8	5	4	11	4
3492	18	9	10	7	8	2
3497	18	10	4	2	14	8
3498	18	8	10	5	8	3
3499	15	10	6	4	9	6
3502	18	10	8	6	10	4
3503	18	7	7	3	11	4
3504	20	13	12	9	8	4
3506	15	10	2	1	13	9
3507	13	6	6	4	7	2
3509	14	7	5	4	9	3
3510	20	10	11	6	9	4
3511	17	9	10	5	7	4
3512	20	9	11	4	9	5
3514	19	11	9	6	10	5
3515	17	10	5	4	12	6
3517	14	5	6	1	8	4
3524	18	8	10	6	8	2
3526	13	7	3	1	10	6
3527	17	5	10	4	7	1
3529	19	8	9	3	10	5
3530	16	5	10	3	6	2
3531	13	6	5	5	8	1
3533	18	7	7	1	11	6
3534	15	5	7	3	8	2
3537	17	4	7	2	10	2
3539	16	7	10	5	6	2
3547	19	11	8	6	11	5
3549	14	8	2	1	12	7
3550	10	4	4	2	6	2
3551	16	8	9	5	7	3
3555	19	9	9	5	10	4
3556	13	6	5	3	8	3
3558	15	6	5	1	10	5
3559	11	6	5	5	6	1
3563	15	6	4	1	11	5
3564	12	6	7	5	5	1
3565	14	10	7	5	7	5
3567	18	9	8	6	10	3
3570	16	7	5	1	11	6
3572	10	5	4	2	6	3
3573	15	6	8	4	7	2
3574	22	11	13	6	9	5
3577	20	11	10	7	10	4
3579	19	12	8	5	11	7
3580	17	9	9	4	8	5
3581	12	5	6	2	6	3
3588	13	8	6	5	7	3
3590	15	7	4	3	11	4
3593	12	3	4	2	8	1
3594	20	12	11	7	9	5
3595	18	14	7	6	11	8
3596	17	11	8	6	9	5
3597	17	10	9	5	8	5
3598	14	6	5	2	9	4
3600	16	8	5	3	11	5
3601	14	5	6	3	8	2
3603	12	3	4	1	8	2
3604	18	8	10	5	8	3
3609	19	11	9	7	10	4
3610	17	12	6	5	11	7
3611	18	9	9	4	9	5
3614	12	5	5	1	7	4
3615	7	2	3	1	4	1
3616	13	5	5	3	8	2
3617	19	7	13	6	6	1
3620	17	8	5	2	12	6
3621	15	8	7	4	8	4
3625	15	6	6	3	9	3
3628	13	4	6	2	7	2
3629	15	8	7	5	8	3
3630	18	9	9	6	9	3
3632	16	8	4	2	12	6
3633	15	5	6	2	9	3
3637	17	6	8	3	9	3
3638	9	4	3	1	6	3
3639	14	6	8	4	6	2
3640	20	7	11	4	9	3
3641	19	10	11	7	8	3
3643	15	6	5	2	10	4
3646	15	9	4	3	11	6
3647	11	6	5	4	6	2
3648	18	11	9	6	9	5
3649	15	10	7	5	8	5
3652	18	9	6	3	12	6
3653	14	5	5	3	9	2
3654	12	6	5	4	7	2
3656	15	9	6	5	9	4
3657	14	6	4	2	10	4
3658	12	5	5	2	7	3
3659	16	6	7	3	9	3
3662	15	7	5	4	10	3
3664	14	7	4	2	10	5
3665	16	4	9	3	7	1
3673	15	7	9	4	6	3
3675	20	10	12	6	8	4
3679	25	12	14	7	11	5
3680	19	10	6	3	13	7
3681	17	7	9	5	8	2
3682	22	9	10	2	12	7
3683	11	5	2	1	9	4
3688	16	7	10	6	6	1
3689	11	7	4	3	7	4
3691	13	6	4	3	9	3
3692	17	9	6	5	11	4
3695	15	12	10	8	5	4
3696	19	11	6	4	13	7
3704	23	13	12	6	11	7
3705	20	11	10	7	10	4
3706	18	10	9	6	9	4
3707	21	9	8	1	13	8
3709	11	6	2	2	9	4
3710	16	6	10	4	6	2
3712	17	11	11	8	6	3
3713	12	7	2	1	10	6
3714	15	4	7	2	8	2
3715	14	4	6	2	8	2
3719	15	5	6	2	9	3
3720	15	4	8	2	7	2
3724	15	6	6	4	9	2
3726	21	8	12	6	9	2
3727	19	10	8	6	11	4
3729	18	11	6	4	12	7
3734	24	9	15	4	9	5
3737	18	10	6	4	12	6
3740	15	7	5	4	10	3
3741	13	6	4	2	9	4
3743	20	8	14	7	6	1
3746	20	12	6	3	14	9
3748	16	6	7	3	9	3
3751	12	5	4	3	8	2
3753	17	9	7	5	10	4
3755	20	13	12	9	8	4
3757	22	15	9	6	13	9
3758	15	8	5	2	10	6
3760	18	9	10	6	8	3
3761	18	11	8	5	10	6
3764	15	11	6	6	9	5
3770	18	9	8	3	10	6
3775	16	6	7	3	9	3
3778	17	7	9	5	8	2
3780	18	12	7	5	11	7
3782	20	9	10	5	10	4
3786	15	8	6	5	9	3
3788	14	6	3	2	11	4
3789	13	5	7	3	6	2
3790	18	10	7	4	11	6
3798	11	4	2	1	9	3
3799	14	8	5	4	9	4
3801	19	10	12	8	7	2
3804	19	12	6	3	13	9
3809	12	4	5	2	7	2
3812	14	7	9	7	5	0
