Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
40308	3	5	1	2
40309	1	1	1	2
40310	2	2	2	1
40314	3	4	2	1
40316	2	2	2	1
40324	2	2	1	2
40325	1	1	1	2
40329	3	1	1	3
40330	3	2	1	2
40332	3	2	1	3
40334	3	4	1	2
40338	3	1	1	2
40339	1	1	1	2
40347	1	1	1	2
40348	3	1	1	2
40350	3	2	1	2
40353	2	2	1	2
40354	2	2	2	1
40357	3	1	1	2
40358	3	2	1	2
40359	2	2	1	2
40361	1	1	1	3
40362	3	1	1	2
40364	2	2	1	3
40365	2	2	1	2
40366	1	1	2	1
40368	3	4	1	2
40370	3	1	1	2
40391	1	1	1	2
40392	3	2	2	1
40393	2	2	1	2
40394	3	4	2	1
40395	3	1	2	1
40397	3	5	1	2
40406	2	2	1	2
40411	2	2	2	1
40412	1	1	1	2
40418	1	1	1	2
40420	2	2	1	2
40421	2	2	2	1
40424	3	5	1	2
40432	2	2	2	1
40433	3	1	2	1
40435	3	4	1	2
40436	3	4	1	2
40442	3	4	1	2
40444	2	2	1	3
40447	3	2	1	2
40449	2	2	1	2
40450	1	1	1	2
40453	3	1	1	2
40457	3	1	2	1
40458	3	1	1	2
40460	3	1	2	1
40466	3	1	1	2
40469	3	2	1	2
40481	1	1	2	1
40482	2	2	1	2
40489	3	1	1	2
40490	3	5	1	2
40494	2	2	2	1
40498	3	1	1	2
40502	2	2	1	2
40505	1	1	1	2
40506	3	2	1	2
40507	1	1	2	1
40510	3	2	1	2
40511	2	2	1	2
40512	3	1	1	3
40517	2	2	1	2
40518	1	1	1	2
40519	1	1	1	2
40520	2	2	1	2
40521	2	2	1	2
40523	3	2	2	1
40524	3	4	2	1
40525	2	2	1	2
40526	1	1	2	1
40527	2	2	1	2
40529	3	1	1	2
40530	3	1	1	2
40531	2	2	1	2
40534	2	2	2	1
40537	3	1	1	2
40538	2	2	2	1
40539	2	2	1	2
40541	2	2	1	2
40542	3	2	1	2
40544	1	1	1	2
40547	2	2	1	2
40549	1	1	3	1
40553	3	5	1	3
40557	1	1	1	2
40562	2	2	1	2
40565	3	1	2	1
40568	3	2	2	1
40569	3	1	2	1
40570	3	2	1	2
40582	1	1	1	2
40584	2	2	1	2
40586	3	1	1	3
40592	3	1	1	2
40593	1	1	1	3
40595	1	1	1	2
40597	1	1	1	2
40601	3	1	2	1
40605	2	2	1	2
40607	1	1	1	2
40611	2	2	2	1
40612	3	2	1	2
40613	2	2	1	2
40617	3	2	1	2
40620	1	1	2	1
40621	1	1	1	2
40623	3	2	1	2
40624	1	1	1	2
40625	3	2	2	1
40636	3	2	1	3
40640	2	2	2	1
40644	3	4	2	1
40658	3	2	1	2
40663	2	2	1	2
40664	2	2	2	1
40666	3	2	2	1
40667	3	4	1	2
40668	1	1	2	1
40671	3	5	1	2
40676	3	2	1	2
40679	3	1	1	2
40681	3	1	1	2
40685	3	2	1	2
40690	1	1	2	1
40694	3	4	2	1
40695	1	1	2	1
40698	2	2	2	1
40701	3	1	1	2
40703	1	1	1	2
40709	1	1	1	2
40716	1	1	2	1
40717	1	1	2	1
40719	1	1	1	2
40722	2	2	1	3
40723	2	2	1	3
40726	1	1	1	2
40727	2	2	1	2
40728	1	1	1	2
40735	1	1	1	2
40736	1	1	2	1
40737	1	1	1	2
40751	3	1	1	2
40752	1	1	1	2
40753	1	1	1	3
40755	3	2	1	2
40757	1	1	1	2
40767	1	1	2	1
40769	2	2	1	3
40771	3	2	2	1
40772	3	1	1	2
40773	2	2	2	1
40778	3	1	2	1
40779	2	2	2	1
40780	1	1	2	1
40782	2	2	1	2
40783	2	2	2	1
40785	3	1	1	2
40791	3	2	2	1
40793	3	1	2	1
40797	3	2	1	3
40798	1	1	1	3
40806	3	4	1	3
40810	3	2	1	3
40811	3	4	1	2
40821	1	1	2	1
40822	2	2	1	2
40825	2	2	1	2
40827	2	2	1	2
40829	3	1	1	2
40832	3	1	1	2
40837	2	2	1	3
40840	1	1	1	3
40842	3	2	1	3
40855	2	2	1	2
40860	3	1	1	2
40863	2	2	2	1
40864	3	1	1	2
40865	1	1	3	1
40866	2	2	2	1
40870	3	1	1	2
40873	3	5	1	3
40875	3	1	3	1
40876	2	2	1	2
40877	3	1	1	3
40883	2	2	2	1
40884	3	1	1	2
40887	3	1	1	3
40893	3	1	1	2
40896	3	2	1	2
40898	2	2	1	2
40904	3	1	1	2
40909	1	1	1	3
40910	3	4	1	2
40911	1	1	1	2
40916	3	4	1	2
40917	3	2	1	2
40920	3	2	1	2
40921	3	2	1	2
40923	1	1	3	1
40925	3	1	1	2
40929	1	1	1	2
40930	3	2	1	3
40932	3	1	1	2
40933	2	2	1	2
40936	3	1	1	2
40937	3	1	1	2
40942	1	1	1	3
40943	3	2	2	1
40944	1	1	1	3
40945	1	1	1	3
40946	3	1	1	2
40949	2	2	1	2
40951	1	1	1	2
40954	3	1	1	2
40961	3	2	1	2
40965	2	2	1	2
40968	2	2	1	2
40969	2	2	1	3
40976	3	1	1	2
40977	1	1	1	2
40981	3	2	1	2
40984	3	1	1	2
40985	2	2	1	2
40991	2	2	2	1
40993	3	1	1	2
40997	3	2	2	1
41000	3	1	1	2
41001	1	1	1	2
41002	3	1	1	2
41003	2	2	2	1
41004	2	2	1	2
41006	1	1	2	1
41009	3	2	1	2
41011	3	5	1	2
41024	3	1	1	2
41029	2	2	2	1
41036	1	1	1	3
41038	3	1	3	1
41039	3	1	2	1
41041	1	1	2	1
41043	2	2	1	2
41044	2	2	1	2
41049	2	2	1	2
41054	1	1	1	2
41066	3	1	1	2
41069	3	1	1	3
41078	3	1	1	2
41079	2	2	2	1
41088	1	1	1	2
41089	2	2	2	1
41092	1	1	1	2
41093	3	1	1	2
41100	3	2	1	2
41109	3	4	2	1
41110	3	1	1	2
41111	3	2	2	1
41113	3	1	1	2
41120	1	1	1	2
41124	2	2	1	2
41125	2	2	2	1
41126	2	2	1	2
41127	1	1	1	2
41129	3	2	2	1
41130	3	1	2	1
41137	2	2	1	2
41139	3	2	2	1
41145	1	1	2	1
41147	2	2	1	2
41148	3	2	2	1
41150	3	2	1	2
41155	3	5	1	2
41156	3	2	1	2
41158	3	2	1	2
41159	3	1	2	1
41160	3	4	1	2
41163	2	2	1	2
41166	1	1	2	1
41171	3	2	1	2
41173	1	1	2	1
41174	2	2	2	1
41175	3	5	1	2
41176	1	1	2	1
41177	1	1	1	2
41180	2	2	1	2
41181	1	1	1	2
41183	1	1	1	2
41184	2	2	1	2
41187	3	1	1	2
41188	3	1	1	2
41195	1	1	1	2
41199	1	1	1	2
41200	2	2	1	2
41204	3	4	1	2
41205	2	2	1	2
41210	3	1	1	2
41212	1	1	1	2
41216	2	2	2	1
41218	2	2	1	2
41219	2	2	1	2
41222	3	1	1	2
41226	1	1	2	1
41228	2	2	2	1
41229	3	1	1	2
41232	2	2	1	2
41237	3	1	1	2
41240	2	2	1	2
41246	1	1	1	2
41249	1	1	1	2
41250	1	1	2	1
41252	1	1	2	1
41258	3	1	2	1
41259	3	1	2	1
41261	2	2	1	3
41262	3	1	1	2
41263	2	2	2	1
41264	3	5	3	1
41265	1	1	1	2
41266	1	1	1	2
41268	3	1	1	2
41269	2	2	1	2
41273	2	2	1	2
41275	2	2	1	3
41276	3	2	3	1
41280	3	1	1	2
41290	2	2	1	2
41293	3	1	1	3
41303	1	1	1	2
41305	1	1	1	3
41309	2	2	1	2
41310	3	1	1	2
41313	2	2	1	2
41317	2	2	1	2
41318	3	1	1	2
41319	1	1	2	1
41321	2	2	1	2
41322	3	2	2	1
41330	1	1	1	2
41333	1	1	1	2
41334	1	1	2	1
41338	3	2	1	2
41345	2	2	1	3
41347	3	5	1	2
41350	2	2	1	2
41361	2	2	1	2
41368	3	1	1	2
41375	1	1	1	2
41376	1	1	1	2
41380	1	1	2	1
41383	2	2	1	2
41389	3	4	1	2
41392	2	2	1	2
41399	3	2	1	2
41401	3	4	2	1
41402	3	5	1	3
41403	1	1	2	1
41404	2	2	2	1
41406	1	1	2	1
41412	2	2	1	2
41413	2	2	1	2
41415	2	2	1	2
41417	3	4	1	2
41418	1	1	2	1
41419	1	1	2	1
41420	2	2	1	2
41421	2	2	2	1
41424	3	1	2	1
41430	3	1	1	2
41436	3	1	1	2
41437	1	1	1	2
41440	1	1	2	1
41441	2	2	1	2
41443	2	2	1	2
41444	2	2	2	1
41447	2	2	1	2
41453	3	1	1	2
41458	3	2	1	2
41460	3	1	1	2
41462	2	2	1	2
41463	3	5	1	2
41475	3	2	1	2
41481	2	2	1	2
41483	3	2	1	2
41487	2	2	1	2
41491	3	2	1	2
41492	3	4	1	3
41493	1	1	1	3
41494	2	2	1	2
41495	1	1	1	2
41497	3	4	2	1
41502	2	2	1	2
41506	3	4	1	2
41508	3	1	1	2
41522	3	1	1	2
41523	2	2	1	2
41524	1	1	1	2
41526	1	1	1	2
41528	1	1	1	2
41529	2	2	1	2
41530	3	1	1	2
41539	3	1	1	2
41541	1	1	1	2
41546	2	2	1	2
41547	3	1	1	2
41568	2	2	1	3
41569	3	4	1	2
41573	3	2	1	2
41574	2	2	1	2
41580	1	1	2	1
41582	3	2	1	2
41583	2	2	2	1
41587	3	1	1	3
41590	3	4	1	2
41592	1	1	1	2
41593	2	2	2	1
41598	3	4	1	2
41602	3	4	1	2
41604	3	1	1	2
41606	1	1	2	1
41609	3	1	1	2
41610	3	4	1	2
41615	2	2	1	2
41618	2	2	1	2
41619	3	2	1	2
41621	3	4	1	2
41622	1	1	1	2
41625	3	4	2	1
41627	2	2	1	2
41632	3	2	2	1
41633	1	1	2	1
41634	1	1	1	2
41644	3	5	1	2
41650	3	2	2	1
41651	2	2	2	1
41652	3	2	1	2
41655	3	2	1	2
41660	3	4	1	2
41661	1	1	1	3
41662	3	1	1	2
41663	1	1	1	2
41667	2	2	1	2
41668	2	2	1	2
41669	1	1	2	1
41670	3	1	2	1
41671	1	1	1	2
41672	2	2	1	3
41673	1	1	3	1
41675	1	1	3	1
41676	1	1	1	2
41680	3	1	2	1
41682	1	1	2	1
41684	1	1	1	3
41685	1	1	1	3
41686	1	1	2	1
41687	3	5	2	1
41688	2	2	1	2
41689	1	1	1	3
41690	2	2	1	2
41692	3	4	2	1
41693	3	1	1	2
41694	1	1	1	3
41697	2	2	1	2
41702	1	1	1	2
41703	2	2	2	1
41704	2	2	1	2
41710	2	2	1	2
41711	2	2	2	1
41713	1	1	2	1
41724	1	1	1	2
41728	3	4	2	1
41729	3	2	1	2
41730	3	1	1	2
41731	1	1	2	1
41732	3	2	2	1
41735	2	2	1	2
41736	2	2	2	1
41737	1	1	2	1
41738	1	1	1	2
41750	2	2	1	2
41755	3	1	1	2
41761	2	2	1	2
41762	2	2	2	1
41765	2	2	1	2
41766	2	2	1	2
41768	2	2	1	2
41769	3	4	1	2
41771	3	4	2	1
41772	3	5	2	1
41777	1	1	2	1
41778	3	1	1	2
41779	3	4	2	1
41780	1	1	1	2
41781	2	2	2	1
41782	1	1	1	2
41784	3	5	2	1
41786	3	5	1	2
41792	3	2	2	1
41795	1	1	1	2
41797	1	1	1	2
41798	2	2	1	2
41799	3	2	2	1
41801	1	1	3	1
41812	3	1	1	3
41813	2	2	1	3
41814	3	1	1	2
41816	3	4	1	3
41821	2	2	1	2
41823	1	1	1	2
41824	3	1	1	2
41826	1	1	1	2
41827	2	2	2	1
41828	2	2	1	2
41829	1	1	1	2
41830	3	2	2	1
41831	2	2	2	1
41832	2	2	1	2
41833	2	2	1	2
41836	2	2	2	1
41838	3	1	1	2
41844	2	2	1	3
41845	3	1	1	2
41847	3	1	1	2
41848	1	1	2	1
41850	2	2	1	2
41851	2	2	1	3
41852	3	1	1	3
41860	3	1	2	1
41861	3	2	1	2
41864	3	2	1	3
41868	2	2	2	1
41869	1	1	2	1
41871	2	2	1	2
41874	3	1	1	2
41875	3	5	1	2
41877	1	1	2	1
41880	1	1	2	1
41881	3	4	2	1
41882	3	4	1	2
41883	1	1	1	2
41884	1	1	1	2
41886	3	4	1	2
41889	3	1	2	1
41890	2	2	2	1
41900	1	1	1	3
41904	3	1	1	2
41907	3	1	1	2
41911	3	2	1	2
41919	2	2	1	2
41927	2	2	1	2
41928	1	1	1	2
41929	1	1	1	2
41932	2	2	2	1
41938	2	2	1	2
41941	2	2	1	2
41943	1	1	1	2
41944	3	1	2	1
41947	3	2	1	2
41957	2	2	1	2
41967	1	1	2	1
41968	1	1	1	2
41980	3	2	1	2
41982	3	4	1	2
41986	1	1	1	2
41987	1	1	1	2
41988	1	1	1	2
41991	3	2	1	2
41996	1	1	1	2
41998	2	2	1	2
42001	2	2	1	2
42006	3	1	1	2
42007	3	5	1	2
42011	2	2	3	1
42017	1	1	1	2
42020	3	1	1	2
42021	1	1	2	1
42024	2	2	1	2
42032	2	2	1	2
42040	2	2	2	1
42041	1	1	2	1
42042	1	1	2	1
42048	3	2	1	2
42049	2	2	2	1
42050	3	4	2	1
42055	2	2	1	2
42057	3	4	1	2
42060	1	1	1	2
42063	3	1	1	2
42069	1	1	1	3
42074	3	2	1	2
42076	2	2	1	3
42079	3	1	1	2
42083	3	1	1	3
42084	2	2	1	2
42087	3	4	1	3
42093	2	2	1	3
42094	2	2	1	2
42096	1	1	2	1
42097	1	1	1	2
42098	1	1	2	1
42100	3	4	1	2
42102	1	1	2	1
42107	3	2	1	2
42114	1	1	2	1
42116	3	1	1	2
42123	3	5	1	2
42125	3	4	2	1
42130	3	2	2	1
42131	3	4	1	2
42132	3	1	3	1
42133	3	1	2	1
42135	2	2	1	2
42137	1	1	1	2
42138	2	2	1	2
42147	3	1	1	2
42149	2	2	1	2
42153	2	2	2	1
42154	2	2	1	2
42159	3	1	1	2
42163	2	2	2	1
42176	3	1	1	2
42180	2	2	2	1
42181	1	1	2	1
42187	1	1	2	1
42188	1	1	2	1
42190	3	2	1	2
42195	1	1	1	2
42197	2	2	1	2
42202	2	2	1	2
42206	3	1	1	2
42219	1	1	2	1
42221	2	2	1	2
42224	3	1	1	2
42225	3	2	1	2
42232	1	1	1	2
42233	1	1	2	1
42237	1	1	2	1
42238	3	1	1	2
42243	2	2	1	3
42245	1	1	1	3
42248	2	2	1	2
42249	1	1	1	2
42250	3	1	1	2
42252	3	4	1	2
42268	3	2	2	1
42269	2	2	2	1
42272	2	2	1	2
42275	3	1	1	2
42276	3	1	2	1
42280	1	1	2	1
42281	1	1	1	2
42285	3	1	1	3
42288	1	1	2	1
42294	2	2	2	1
42296	3	4	1	2
42301	2	2	1	2
42306	1	1	1	2
42309	1	1	1	3
42311	1	1	1	2
42321	3	1	2	1
42322	3	4	1	2
42324	2	2	2	1
42329	2	2	1	2
42335	1	1	1	2
42337	2	2	1	2
42338	3	2	1	2
42345	3	1	1	2
42348	2	2	1	3
42349	2	2	2	1
42352	3	2	1	2
42354	1	1	1	2
42356	2	2	1	3
42366	3	2	1	2
42367	1	1	1	2
42369	1	1	1	2
42373	2	2	1	2
42374	3	1	1	2
42375	2	2	2	1
42376	1	1	1	2
42378	2	2	2	1
42379	3	5	2	1
42380	2	2	2	1
42386	2	2	1	2
42387	3	5	1	2
42390	2	2	1	2
42391	2	2	2	1
42393	2	2	2	1
42394	1	1	1	2
42395	1	1	1	2
42397	2	2	2	1
42399	3	1	1	3
42413	3	1	1	2
42414	1	1	1	2
42415	2	2	1	2
42416	2	2	1	2
42419	3	2	1	2
42421	3	5	2	1
42424	1	1	1	3
42432	1	1	1	2
42433	1	1	1	2
42441	1	1	2	1
42448	2	2	2	1
42449	3	1	1	2
42459	1	1	1	2
42460	3	2	2	1
42461	2	2	2	1
42464	1	1	2	1
42465	2	2	2	1
42467	2	2	1	2
42468	3	2	1	3
42472	3	2	1	2
42476	2	2	2	1
42479	3	2	1	2
42487	1	1	1	2
42489	3	2	1	2
42490	1	1	1	2
42492	1	1	1	2
42501	2	2	1	2
42507	2	2	1	2
42509	1	1	1	2
42523	3	1	1	2
42527	1	1	1	2
42529	2	2	1	2
42532	2	2	2	1
42547	2	2	1	2
42549	3	2	2	1
42550	1	1	1	2
42558	1	1	1	2
42561	2	2	1	2
42565	1	1	1	2
42566	1	1	2	1
42578	2	2	1	2
42580	3	1	1	2
42584	2	2	2	1
42585	1	1	1	2
42588	3	2	1	2
42591	3	1	2	1
42592	1	1	1	2
42594	1	1	1	2
42595	3	2	1	2
42598	3	1	1	2
42600	3	5	1	2
42601	3	1	2	1
42603	3	1	1	3
42606	1	1	1	2
42608	2	2	2	1
42610	2	2	1	2
42611	1	1	1	2
42612	3	5	1	2
42617	3	4	2	1
42620	3	1	2	1
42623	3	1	1	2
42624	3	1	1	3
42627	3	2	1	3
42628	1	1	1	3
42629	3	4	1	3
42634	3	2	1	2
42636	3	4	2	1
42645	3	1	1	3
42647	2	2	1	3
42650	2	2	1	3
42652	2	2	1	2
42661	2	2	3	1
42666	2	2	1	2
42670	3	5	1	2
42671	1	1	1	2
42672	1	1	2	1
42677	3	1	1	2
42680	1	1	1	2
42685	3	1	1	2
42688	1	1	2	1
42692	3	4	1	2
42693	3	2	2	1
42696	3	1	1	2
42704	2	2	1	2
42705	2	2	1	2
42706	2	2	1	2
42707	1	1	2	1
42708	3	4	2	1
42709	2	2	1	2
42710	2	2	1	2
42716	2	2	1	2
42717	3	1	1	3
42721	1	1	1	2
42730	2	2	2	1
42734	2	2	1	2
42737	3	5	2	1
42739	2	2	1	3
42742	2	2	3	1
42744	3	1	1	2
42746	3	2	2	1
42748	2	2	1	2
42756	3	2	2	1
42758	2	2	2	1
42760	2	2	2	1
42764	2	2	1	2
42765	2	2	2	1
42766	3	2	1	2
42776	2	2	3	1
42778	2	2	1	2
42780	2	2	2	1
42781	3	2	1	2
42786	2	2	2	1
42788	3	4	1	2
42792	2	2	1	2
42809	1	1	1	2
42813	3	1	1	2
42817	2	2	1	2
42818	3	4	1	3
42820	3	1	1	3
42827	2	2	2	1
42831	2	2	1	2
42833	3	1	1	2
42834	2	2	2	1
42837	1	1	1	2
42847	2	2	1	3
42848	3	2	1	3
42849	3	1	1	2
42850	3	4	1	2
42851	1	1	1	2
42853	2	2	1	2
42858	1	1	1	2
42860	3	1	1	2
42861	2	2	1	2
42863	3	1	1	2
42864	3	1	1	2
42867	1	1	1	2
42870	2	2	1	2
42871	2	2	1	2
42873	3	4	1	3
42875	2	2	2	1
42881	3	2	1	2
42883	3	2	1	2
42884	2	2	1	2
42887	2	2	1	3
42889	3	1	2	1
42891	1	1	1	2
42893	2	2	1	2
42900	3	4	1	2
42901	1	1	2	1
42908	2	2	1	2
42909	1	1	1	3
42919	1	1	2	1
42925	2	2	1	2
42926	1	1	1	2
42932	3	1	2	1
42935	1	1	1	2
42937	3	2	1	2
42938	1	1	2	1
42939	1	1	2	1
42941	2	2	1	2
42944	3	5	1	2
42947	3	2	1	2
42951	2	2	1	2
42955	2	2	1	2
42957	1	1	1	2
42959	2	2	1	2
42960	1	1	2	1
42963	1	1	3	1
42964	1	1	1	3
42965	3	1	2	1
42966	1	1	1	2
42967	2	2	1	2
42968	2	2	1	2
42974	1	1	1	2
42975	1	1	1	2
42983	3	1	2	1
42984	1	1	1	2
42988	3	1	1	2
42993	3	5	2	1
42995	3	2	1	2
42998	1	1	1	2
42999	1	1	2	1
43000	1	1	1	2
43005	1	1	2	1
43008	3	1	1	2
43009	3	5	2	1
43012	3	1	1	2
43013	1	1	2	1
43016	2	2	1	2
43020	2	2	1	2
43021	3	2	2	1
43023	1	1	1	3
43024	3	5	1	2
43029	2	2	1	2
43030	2	2	2	1
43032	2	2	1	2
43033	3	1	2	1
43034	3	1	1	2
43039	1	1	2	1
43047	2	2	1	2
43051	2	2	1	2
43053	1	1	1	3
43054	1	1	1	3
43058	2	2	1	2
43063	2	2	1	2
43066	3	2	1	3
43071	1	1	1	2
43079	2	2	2	1
43081	2	2	1	2
43082	2	2	2	1
43084	1	1	2	1
43088	1	1	1	3
43090	2	2	3	2
43093	3	4	2	1
43104	3	1	1	2
43107	3	1	1	2
43110	2	2	1	2
43118	3	5	2	1
43121	3	4	1	2
43122	1	1	2	1
43124	1	1	1	2
43140	3	1	2	1
43142	3	4	1	2
43146	1	1	1	3
43152	1	1	2	1
43155	1	1	1	2
43165	1	1	1	3
43186	1	1	1	2
43188	3	1	1	2
43189	3	1	1	2
43190	3	1	1	2
43191	3	1	1	2
43203	2	2	2	1
43204	3	1	1	2
43208	3	5	2	1
43209	3	4	1	2
43210	2	2	1	3
43211	3	1	1	2
43224	3	1	1	2
43228	2	2	1	2
43237	3	1	1	2
43244	1	1	1	2
43248	2	2	1	2
43260	1	1	1	2
43267	3	1	1	2
43270	2	2	1	2
43273	2	2	1	2
43274	1	1	1	2
43275	3	1	1	2
43278	2	2	1	3
43279	1	1	3	1
43282	3	1	1	2
43285	1	1	1	2
43289	1	1	2	1
43294	2	2	1	2
43298	3	5	2	1
43299	2	2	2	1
43300	3	5	1	2
43304	3	4	2	1
43307	3	2	1	2
43308	1	1	1	2
43309	2	2	1	2
43310	3	2	1	2
43311	2	2	2	1
43312	3	1	2	1
43314	1	1	1	2
43315	3	1	1	2
43319	3	1	1	2
43322	2	2	1	2
43327	1	1	1	2
43333	1	1	1	2
43336	2	2	2	1
43344	3	1	1	2
43347	2	2	1	2
43351	1	1	1	3
43355	3	1	2	1
43356	3	2	1	3
43362	1	1	1	2
43369	2	2	1	3
43372	3	4	1	2
43374	3	5	1	2
43376	1	1	2	1
43378	1	1	2	1
43380	3	2	2	1
43385	3	1	2	1
43386	1	1	2	1
43387	2	2	1	2
43389	3	4	1	2
43391	3	1	1	3
43393	3	1	1	2
43394	3	1	1	2
43396	1	1	2	1
43398	3	1	2	1
43399	1	1	2	1
43401	3	2	1	2
43408	2	2	1	2
43415	3	1	1	3
43419	3	2	1	2
43431	2	2	1	2
43433	3	5	2	1
43438	1	1	1	2
43440	1	1	1	2
43441	3	4	1	2
43444	1	1	1	2
43448	2	2	2	1
43451	2	2	1	2
43455	3	1	2	1
43460	2	2	1	2
43463	3	1	1	2
43468	3	1	1	2
43470	3	1	1	2
43471	2	2	2	1
43473	3	1	2	1
43474	3	1	1	2
43475	1	1	1	2
43485	3	5	1	3
43486	3	1	1	2
43488	2	2	2	1
43489	2	2	1	2
43490	1	1	2	1
43491	1	1	1	2
43492	2	2	1	2
43493	3	1	1	2
43496	2	2	1	3
43500	2	2	2	1
43506	1	1	1	2
43508	3	1	2	1
43509	3	1	2	1
43512	3	5	1	3
43514	3	2	2	1
43517	2	2	1	3
43521	2	2	1	2
43522	1	1	1	2
43524	2	2	1	2
43533	3	2	1	2
43535	3	5	2	1
43539	1	1	2	3
43540	3	2	2	3
43544	3	1	2	1
43546	2	2	2	1
43550	3	2	1	2
43555	3	1	1	2
43558	3	1	1	2
43560	1	1	1	2
43561	3	1	2	1
43562	1	1	1	2
43564	2	2	1	2
43570	3	5	1	2
43572	3	2	1	2
43573	3	4	2	1
43576	3	2	1	3
43577	3	2	1	2
43586	3	5	1	3
43589	3	2	1	3
43594	3	5	1	2
43595	2	2	1	2
43597	2	2	2	1
43599	3	1	1	3
43601	2	2	1	2
43603	3	1	2	1
43605	3	2	1	2
43611	1	1	1	2
43613	2	2	2	1
43623	3	2	1	2
43624	3	4	1	2
43626	1	1	1	3
43631	3	4	1	2
43632	1	1	1	3
43634	3	2	1	2
43635	1	1	1	2
43638	3	5	1	2
43642	1	1	1	2
43643	2	2	1	2
43646	2	2	2	1
43648	2	2	2	1
43660	3	1	1	2
43663	3	2	1	2
43672	1	1	1	2
43674	3	1	1	2
43676	1	1	2	1
43677	2	2	1	2
43683	1	1	1	2
43684	3	4	1	2
43685	3	2	1	2
43689	1	1	1	2
43693	2	2	1	2
43694	2	2	1	2
43697	2	2	2	1
43699	3	2	3	1
43703	3	1	1	3
43704	2	2	1	3
43706	2	2	1	3
43707	3	1	3	1
43709	1	1	1	2
43714	3	1	1	2
43717	2	2	1	2
43718	3	1	1	2
43720	2	2	1	2
43721	2	2	1	2
43724	3	4	1	2
43731	2	2	1	3
43734	3	2	1	2
43736	2	2	1	2
43737	3	1	1	2
43741	2	2	1	2
43743	3	1	2	1
43746	1	1	1	2
43749	3	1	1	2
43751	1	1	1	2
43752	1	1	1	2
43754	2	2	1	2
43762	2	2	1	2
43763	2	2	1	2
43769	3	5	1	3
43770	1	1	1	2
43771	3	2	1	3
43773	3	1	1	2
43776	1	1	1	3
43783	1	1	1	2
43784	1	1	1	2
43786	1	1	1	2
43788	1	1	2	1
43792	3	1	1	2
43795	2	2	2	1
43800	1	1	1	2
43802	3	1	1	2
43803	2	2	1	2
43807	2	2	2	1
43809	2	2	1	3
43818	1	1	1	2
43821	2	2	1	2
43824	3	2	1	2
43825	3	2	1	2
43829	1	1	1	2
43830	3	2	1	2
43831	2	2	2	1
43832	3	5	2	1
43833	1	1	1	2
43834	2	2	1	2
43836	3	1	2	1
43841	1	1	2	1
43842	3	1	2	1
43843	2	2	1	2
43845	3	1	1	2
43852	2	2	1	2
43857	3	2	1	2
43863	3	1	1	2
43864	3	1	1	2
43866	3	1	1	3
43868	1	1	1	2
43872	2	2	1	2
43873	2	2	1	2
43876	3	2	1	2
43880	1	1	1	2
43881	2	2	1	2
43882	1	1	2	1
43886	1	1	1	3
43887	2	2	3	1
43890	1	1	1	2
43891	1	1	2	1
43892	1	1	1	2
43898	2	2	1	2
43906	3	2	1	2
43908	1	1	2	1
43911	3	2	1	2
43914	3	2	1	2
43922	3	1	1	2
43923	2	2	1	2
43924	2	2	1	2
43931	2	2	1	3
43932	3	2	1	2
43933	2	2	3	1
43934	3	1	2	1
43935	3	2	1	2
43936	3	1	1	2
43938	3	5	1	2
43940	3	2	1	2
43942	1	1	1	2
43945	1	1	1	2
43947	3	4	1	2
43952	3	1	2	1
43953	1	1	1	2
43959	1	1	1	3
43966	3	1	1	2
43971	1	1	1	3
43973	3	1	1	2
43974	1	1	1	2
43975	2	2	1	2
43976	3	1	2	1
43979	2	2	1	2
43981	3	4	3	1
43985	3	4	1	2
43991	1	1	2	1
43992	2	2	2	1
44002	1	1	2	1
44010	3	5	1	2
44012	3	1	1	3
44014	2	2	1	2
44017	2	2	1	2
44020	3	2	1	3
44023	3	1	1	2
44024	1	1	1	2
44027	2	2	1	2
44034	3	1	1	3
44037	1	1	2	1
44038	1	1	2	1
44040	3	1	1	3
44041	2	2	1	3
44048	2	2	1	2
44050	3	5	2	1
44051	3	2	3	1
44052	1	1	1	2
44057	2	2	2	1
44058	2	2	1	2
44061	3	1	1	2
44067	3	2	1	2
44076	3	1	1	2
44078	3	2	1	2
44084	3	2	1	3
44087	3	5	1	2
44088	2	2	2	1
44089	3	1	1	2
44090	2	2	1	2
44091	1	1	2	1
44092	2	2	1	2
44093	2	2	2	1
44095	1	1	2	1
44099	2	2	2	1
44101	3	1	1	2
44102	2	2	2	1
44107	1	1	1	2
44109	3	1	1	2
44111	3	1	2	1
44114	3	2	1	2
44117	3	1	1	2
44122	2	2	1	3
44127	1	1	2	1
44128	2	2	1	2
44133	3	2	1	3
44136	2	2	2	1
44139	3	1	1	3
44142	1	1	2	1
44146	2	2	1	2
44153	3	4	3	1
44154	2	2	1	3
44160	2	2	2	1
44161	3	1	2	1
44169	1	1	1	2
44170	2	2	1	2
44175	1	1	1	2
44178	3	1	1	2
44180	2	2	2	1
44181	1	1	1	2
44185	1	1	2	1
44187	2	2	1	2
44188	1	1	1	2
44190	3	1	2	3
44191	1	1	2	1
44193	1	1	1	2
44198	3	4	3	1
44200	1	1	1	2
44209	3	2	1	2
44214	1	1	1	2
44218	1	1	1	2
44220	1	1	1	2
44225	3	1	1	2
44228	2	2	1	2
44233	2	2	2	1
44234	3	4	1	2
44236	1	1	1	2
44237	2	2	1	2
44238	3	2	2	1
44243	1	1	1	2
